timestamp,method,num_slices,num_vnfs_per_slice,seed,node,hosted_vnfs,num_hosted_vnfs
2026-02-18 09:05:37,MILP_Gurobi,64,6,1,3,"vnf0_1,vnf10_1,vnf12_1,vnf14_1,vnf18_1,vnf1_1,vnf22_1,vnf53_1,vnf56_1,vnf58_1,vnf59_1,vnf5_1,vnf60_1,vnf61_1,vnf63_1",15
2026-02-18 09:05:37,MILP_Gurobi,64,6,1,4,"vnf0_2,vnf10_2,vnf12_2,vnf14_2,vnf18_2,vnf1_2,vnf22_2,vnf31_1,vnf53_2,vnf56_2,vnf58_2,vnf59_2,vnf5_2,vnf60_2,vnf61_2,vnf63_2",16
2026-02-18 09:05:37,MILP_Gurobi,64,6,1,5,"vnf0_3,vnf10_3,vnf12_3,vnf14_3,vnf18_3,vnf1_3,vnf22_3,vnf31_2,vnf53_3,vnf56_3,vnf58_3,vnf59_3,vnf5_3,vnf60_3,vnf61_3,vnf63_3",16
2026-02-18 09:05:37,MILP_Gurobi,64,6,1,8,"vnf0_4,vnf10_4,vnf12_4,vnf14_4,vnf18_4,vnf1_4,vnf22_4,vnf32_4,vnf3_4,vnf51_4,vnf53_4,vnf56_4,vnf58_4,vnf5_4,vnf60_4,vnf63_4",16
2026-02-18 09:05:37,MILP_Gurobi,64,6,1,11,"vnf0_5,vnf10_5,vnf12_5,vnf14_5,vnf16_5,vnf18_5,vnf1_5,vnf22_5,vnf24_5,vnf25_5,vnf2_5,vnf30_5,vnf31_5,vnf32_5,vnf34_5,vnf36_5,vnf3_5,vnf42_5,vnf43_5,vnf44_5,vnf4_5,vnf51_5,vnf53_5,vnf54_5,vnf56_5,vnf58_5,vnf59_5,vnf5_5,vnf60_5,vnf61_5,vnf63_5,vnf7_5",32
2026-02-18 09:05:37,MILP_Gurobi,64,6,1,2,"vnf11_1,vnf16_1,vnf24_1,vnf27_1,vnf28_1,vnf2_1,vnf30_1,vnf32_1,vnf34_1,vnf36_1,vnf3_1,vnf42_1,vnf44_1,vnf48_1,vnf51_1,vnf7_1",16
2026-02-18 09:05:37,MILP_Gurobi,64,6,1,6,"vnf11_2,vnf16_2,vnf23_1,vnf24_2,vnf25_1,vnf27_2,vnf28_2,vnf2_2,vnf30_2,vnf31_3,vnf32_2,vnf34_2,vnf36_2,vnf3_2,vnf42_2,vnf43_1,vnf44_2,vnf48_2,vnf4_1,vnf51_2,vnf54_1,vnf59_4,vnf61_4,vnf7_2,vnf8_1",25
2026-02-18 09:05:37,MILP_Gurobi,64,6,1,7,"vnf16_3,vnf23_2,vnf24_3,vnf25_2,vnf28_3,vnf2_3,vnf31_4,vnf32_3,vnf3_3,vnf42_3,vnf43_2,vnf44_3,vnf4_2,vnf51_3,vnf54_2,vnf8_2",16
2026-02-18 09:05:37,MILP_Gurobi,64,6,1,9,"vnf11_3,vnf23_3,vnf24_4,vnf25_3,vnf27_3,vnf28_4,vnf2_4,vnf30_3,vnf34_3,vnf36_3,vnf43_3,vnf48_3,vnf4_3,vnf54_3,vnf7_3,vnf8_3",16
2026-02-18 09:05:37,MILP_Gurobi,64,6,1,10,"vnf11_4,vnf16_4,vnf23_4,vnf25_4,vnf27_4,vnf30_4,vnf34_4,vnf36_4,vnf42_4,vnf43_4,vnf44_4,vnf48_4,vnf4_4,vnf54_4,vnf7_4,vnf8_4",16
2026-02-18 09:05:37,MILP_Gurobi,64,6,1,12,"vnf11_5,vnf23_5,vnf27_5,vnf28_5,vnf48_5,vnf8_5",6
2026-02-18 09:11:40,FABO,4,6,2,1,"vnf0_0,vnf2_5",2
2026-02-18 09:11:40,FABO,4,6,2,2,"vnf0_1,vnf2_4",2
2026-02-18 09:11:40,FABO,4,6,2,4,"vnf0_2,vnf2_3",2
2026-02-18 09:11:40,FABO,4,6,2,3,"vnf0_3,vnf2_2,vnf3_4",3
2026-02-18 09:11:40,FABO,4,6,2,11,"vnf0_4,vnf1_5,vnf3_3",3
2026-02-18 09:11:40,FABO,4,6,2,8,"vnf0_5,vnf1_4,vnf3_2",3
2026-02-18 09:11:40,FABO,4,6,2,5,"vnf1_0,vnf3_1",2
2026-02-18 09:11:40,FABO,4,6,2,6,"vnf1_1,vnf3_0",2
2026-02-18 09:11:40,FABO,4,6,2,7,vnf1_2,1
2026-02-18 09:11:40,FABO,4,6,2,9,vnf1_3,1
2026-02-18 09:11:40,FABO,4,6,2,10,vnf2_0,1
2026-02-18 09:11:40,FABO,4,6,2,12,"vnf2_1,vnf3_5",2
2026-02-18 09:11:40,MILP_Gurobi,4,6,2,1,"vnf0_0,vnf1_0,vnf2_0,vnf3_0",4
2026-02-18 09:11:40,MILP_Gurobi,4,6,2,2,"vnf0_1,vnf1_1,vnf2_1,vnf3_1",4
2026-02-18 09:11:40,MILP_Gurobi,4,6,2,6,"vnf0_2,vnf1_2,vnf2_2,vnf3_2",4
2026-02-18 09:11:40,MILP_Gurobi,4,6,2,7,"vnf0_3,vnf1_3,vnf2_3,vnf3_3",4
2026-02-18 09:11:40,MILP_Gurobi,4,6,2,8,"vnf0_4,vnf1_4,vnf2_4,vnf3_4",4
2026-02-18 09:11:40,MILP_Gurobi,4,6,2,11,"vnf0_5,vnf1_5,vnf2_5,vnf3_5",4
2026-02-18 09:11:46,FABO,8,6,2,1,"vnf0_0,vnf2_5,vnf5_0,vnf6_0",4
2026-02-18 09:11:46,FABO,8,6,2,2,"vnf0_1,vnf2_4,vnf5_1,vnf6_1",4
2026-02-18 09:11:46,FABO,8,6,2,4,"vnf0_2,vnf2_3,vnf6_2",3
2026-02-18 09:11:46,FABO,8,6,2,3,"vnf0_3,vnf2_2,vnf3_4",3
2026-02-18 09:11:46,FABO,8,6,2,11,"vnf0_4,vnf1_5,vnf3_3,vnf6_5",4
2026-02-18 09:11:46,FABO,8,6,2,8,"vnf0_5,vnf1_4,vnf3_2,vnf4_2,vnf5_5,vnf6_4,vnf7_2",7
2026-02-18 09:11:46,FABO,8,6,2,5,"vnf1_0,vnf3_1,vnf4_1,vnf6_3,vnf7_1",5
2026-02-18 09:11:46,FABO,8,6,2,6,"vnf1_1,vnf3_0,vnf4_0,vnf5_2,vnf7_0",5
2026-02-18 09:11:46,FABO,8,6,2,7,"vnf1_2,vnf4_4,vnf5_3,vnf7_4",4
2026-02-18 09:11:46,FABO,8,6,2,9,"vnf1_3,vnf4_3,vnf5_4,vnf7_3",4
2026-02-18 09:11:46,FABO,8,6,2,10,"vnf2_0,vnf4_5,vnf7_5",3
2026-02-18 09:11:46,FABO,8,6,2,12,"vnf2_1,vnf3_5",2
2026-02-18 09:11:46,MILP_Gurobi,8,6,2,1,"vnf0_0,vnf1_0,vnf2_0,vnf3_0,vnf4_0,vnf5_0,vnf6_0,vnf7_0",8
2026-02-18 09:11:46,MILP_Gurobi,8,6,2,2,"vnf0_1,vnf1_1,vnf2_1,vnf3_1,vnf4_1,vnf5_1,vnf6_1,vnf7_1",8
2026-02-18 09:11:46,MILP_Gurobi,8,6,2,4,"vnf0_2,vnf1_2,vnf2_2,vnf3_2,vnf4_2,vnf5_2,vnf6_2,vnf7_2",8
2026-02-18 09:11:46,MILP_Gurobi,8,6,2,5,"vnf0_3,vnf1_3,vnf2_3,vnf3_3,vnf4_3,vnf5_3,vnf6_3,vnf7_3",8
2026-02-18 09:11:46,MILP_Gurobi,8,6,2,8,"vnf0_4,vnf1_4,vnf2_4,vnf3_4,vnf4_4,vnf5_4,vnf6_4,vnf7_4",8
2026-02-18 09:11:46,MILP_Gurobi,8,6,2,11,"vnf0_5,vnf1_5,vnf2_5,vnf3_5,vnf4_5,vnf5_5,vnf6_5,vnf7_5",8
2026-02-18 09:11:55,FABO,16,6,2,1,"vnf0_0,vnf11_0,vnf12_0,vnf14_0,vnf15_0,vnf2_5,vnf5_0,vnf6_0,vnf8_0,vnf9_0",10
2026-02-18 09:11:55,FABO,16,6,2,2,"vnf0_1,vnf11_1,vnf12_1,vnf14_1,vnf15_1,vnf2_4,vnf5_1,vnf6_1,vnf8_1,vnf9_1",10
2026-02-18 09:11:55,FABO,16,6,2,4,"vnf0_2,vnf12_2,vnf13_2,vnf15_2,vnf2_3,vnf6_2,vnf8_4,vnf9_2",8
2026-02-18 09:11:55,FABO,16,6,2,3,"vnf0_3,vnf10_4,vnf13_3,vnf2_2,vnf3_4,vnf8_5",6
2026-02-18 09:11:55,FABO,16,6,2,11,"vnf0_4,vnf10_5,vnf12_5,vnf14_5,vnf15_5,vnf1_5,vnf3_3,vnf6_5,vnf9_5",9
2026-02-18 09:11:55,FABO,16,6,2,8,"vnf0_5,vnf11_5,vnf12_4,vnf14_4,vnf15_4,vnf1_4,vnf3_2,vnf4_2,vnf5_5,vnf6_4,vnf7_2,vnf9_4",12
2026-02-18 09:11:55,FABO,16,6,2,5,"vnf12_3,vnf13_1,vnf14_3,vnf15_3,vnf1_0,vnf3_1,vnf4_1,vnf6_3,vnf7_1,vnf8_3,vnf9_3",11
2026-02-18 09:11:55,FABO,16,6,2,6,"vnf10_0,vnf11_2,vnf13_0,vnf14_2,vnf1_1,vnf3_0,vnf4_0,vnf5_2,vnf7_0,vnf8_2",10
2026-02-18 09:11:55,FABO,16,6,2,7,"vnf10_1,vnf11_3,vnf1_2,vnf4_4,vnf5_3,vnf7_4",6
2026-02-18 09:11:55,FABO,16,6,2,9,"vnf11_4,vnf1_3,vnf4_3,vnf5_4,vnf7_3",5
2026-02-18 09:11:55,FABO,16,6,2,10,"vnf10_2,vnf13_5,vnf2_0,vnf4_5,vnf7_5",5
2026-02-18 09:11:55,FABO,16,6,2,12,"vnf10_3,vnf13_4,vnf2_1,vnf3_5",4
2026-02-18 09:11:55,MILP_Gurobi,16,6,2,1,"vnf0_0,vnf10_0,vnf11_0,vnf12_0,vnf13_0,vnf14_0,vnf15_0,vnf1_0,vnf2_0,vnf3_0,vnf4_0,vnf5_0,vnf6_0,vnf7_0,vnf8_0,vnf9_0",16
2026-02-18 09:11:55,MILP_Gurobi,16,6,2,2,"vnf0_1,vnf10_1,vnf11_1,vnf12_1,vnf13_1,vnf14_1,vnf15_1,vnf1_1,vnf2_1,vnf3_1,vnf4_1,vnf5_1,vnf6_1,vnf7_1,vnf8_1,vnf9_1",16
2026-02-18 09:11:55,MILP_Gurobi,16,6,2,6,"vnf0_2,vnf10_2,vnf11_2,vnf12_2,vnf13_2,vnf14_2,vnf15_2,vnf1_2,vnf2_2,vnf3_2,vnf4_2,vnf5_2,vnf6_2,vnf7_2,vnf8_2,vnf9_2",16
2026-02-18 09:11:55,MILP_Gurobi,16,6,2,7,"vnf0_3,vnf10_3,vnf11_3,vnf12_3,vnf13_3,vnf14_3,vnf15_3,vnf1_3,vnf2_3,vnf3_3,vnf4_3,vnf5_3,vnf6_3,vnf7_3,vnf8_3,vnf9_3",16
2026-02-18 09:11:55,MILP_Gurobi,16,6,2,8,"vnf0_4,vnf10_4,vnf11_4,vnf12_4,vnf13_4,vnf14_4,vnf15_4,vnf1_4,vnf2_4,vnf3_4,vnf4_4,vnf5_4,vnf6_4,vnf7_4,vnf8_4,vnf9_4",16
2026-02-18 09:11:55,MILP_Gurobi,16,6,2,11,"vnf0_5,vnf10_5,vnf11_5,vnf12_5,vnf13_5,vnf14_5,vnf15_5,vnf1_5,vnf2_5,vnf3_5,vnf4_5,vnf5_5,vnf6_5,vnf7_5,vnf8_5,vnf9_5",16
2026-02-18 09:12:13,FABO,32,6,2,1,"vnf0_0,vnf11_0,vnf12_0,vnf14_0,vnf15_0,vnf17_0,vnf18_0,vnf20_0,vnf23_0,vnf27_5,vnf28_4,vnf29_5,vnf2_5,vnf30_0,vnf5_0,vnf6_0,vnf8_0,vnf9_0",18
2026-02-18 09:12:13,FABO,32,6,2,2,"vnf0_1,vnf11_1,vnf12_1,vnf14_1,vnf15_1,vnf17_1,vnf18_1,vnf19_5,vnf20_1,vnf23_1,vnf2_4,vnf5_1,vnf6_1,vnf8_1,vnf9_1",15
2026-02-18 09:12:13,FABO,32,6,2,4,"vnf0_2,vnf12_2,vnf13_2,vnf15_2,vnf18_2,vnf19_4,vnf20_2,vnf23_4,vnf27_0,vnf28_3,vnf29_3,vnf2_3,vnf30_2,vnf6_2,vnf8_4,vnf9_2",16
2026-02-18 09:12:13,FABO,32,6,2,3,"vnf0_3,vnf10_4,vnf13_3,vnf16_5,vnf18_3,vnf21_4,vnf22_1,vnf23_5,vnf24_4,vnf25_1,vnf2_2,vnf3_4,vnf8_5",13
2026-02-18 09:12:13,FABO,32,6,2,11,"vnf0_4,vnf10_5,vnf12_5,vnf14_5,vnf15_5,vnf16_4,vnf1_5,vnf21_5,vnf22_0,vnf24_5,vnf25_0,vnf27_2,vnf28_2,vnf29_0,vnf30_5,vnf3_3,vnf6_5,vnf9_5",18
2026-02-18 09:12:13,FABO,32,6,2,8,"vnf0_5,vnf11_5,vnf12_4,vnf14_4,vnf15_4,vnf16_3,vnf1_4,vnf3_2,vnf4_2,vnf5_5,vnf6_4,vnf7_2,vnf9_4",13
2026-02-18 09:12:13,FABO,32,6,2,5,"vnf12_3,vnf13_1,vnf14_3,vnf15_3,vnf19_3,vnf1_0,vnf20_3,vnf23_3,vnf26_4,vnf27_1,vnf3_1,vnf4_1,vnf6_3,vnf7_1,vnf8_3,vnf9_3",16
2026-02-18 09:12:13,FABO,32,6,2,6,"vnf10_0,vnf11_2,vnf13_0,vnf14_2,vnf16_0,vnf17_2,vnf19_2,vnf1_1,vnf20_4,vnf22_5,vnf23_2,vnf26_5,vnf27_4,vnf28_5,vnf29_4,vnf30_1,vnf3_0,vnf4_0,vnf5_2,vnf7_0,vnf8_2",21
2026-02-18 09:12:13,FABO,32,6,2,7,"vnf10_1,vnf11_3,vnf16_1,vnf17_3,vnf19_1,vnf1_2,vnf20_5,vnf21_1,vnf22_4,vnf24_1,vnf25_4,vnf26_2,vnf4_4,vnf5_3,vnf7_4",15
2026-02-18 09:12:13,FABO,32,6,2,9,"vnf11_4,vnf16_2,vnf19_0,vnf1_3,vnf21_0,vnf24_0,vnf25_5,vnf26_3,vnf27_3,vnf28_1,vnf29_1,vnf30_4,vnf4_3,vnf5_4,vnf7_3",15
2026-02-18 09:12:13,FABO,32,6,2,10,"vnf10_2,vnf13_5,vnf17_4,vnf18_5,vnf21_2,vnf22_3,vnf24_2,vnf25_3,vnf26_1,vnf2_0,vnf4_5,vnf7_5",12
2026-02-18 09:12:13,FABO,32,6,2,12,"vnf10_3,vnf13_4,vnf17_5,vnf18_4,vnf21_3,vnf22_2,vnf24_3,vnf25_2,vnf26_0,vnf28_0,vnf29_2,vnf2_1,vnf30_3,vnf3_5",14
2026-02-18 09:12:13,MILP_Gurobi,32,6,2,1,"vnf0_0,vnf10_0,vnf11_0,vnf12_0,vnf13_0,vnf14_0,vnf15_0,vnf16_0,vnf17_0,vnf18_0,vnf19_0,vnf1_0,vnf20_0,vnf21_0,vnf22_0,vnf23_0,vnf24_0,vnf25_0,vnf26_0,vnf27_0,vnf28_0,vnf29_0,vnf2_0,vnf30_0,vnf31_0,vnf3_0,vnf4_0,vnf5_0,vnf6_0,vnf7_0,vnf8_0,vnf9_0",32
2026-02-18 09:12:13,MILP_Gurobi,32,6,2,6,"vnf0_1,vnf10_1,vnf11_1,vnf12_1,vnf13_1,vnf14_1,vnf15_1,vnf1_1,vnf2_1,vnf3_1,vnf4_1,vnf5_1,vnf6_1,vnf7_1,vnf8_1,vnf9_1",16
2026-02-18 09:12:13,MILP_Gurobi,32,6,2,7,"vnf0_2,vnf10_2,vnf11_2,vnf12_2,vnf13_2,vnf14_2,vnf15_2,vnf1_2,vnf2_2,vnf3_2,vnf4_2,vnf5_2,vnf6_2,vnf7_2,vnf8_2,vnf9_2",16
2026-02-18 09:12:13,MILP_Gurobi,32,6,2,9,"vnf0_3,vnf10_3,vnf11_3,vnf12_3,vnf13_3,vnf14_3,vnf15_3,vnf1_3,vnf2_3,vnf3_3,vnf4_3,vnf5_3,vnf6_3,vnf7_3,vnf8_3,vnf9_3",16
2026-02-18 09:12:13,MILP_Gurobi,32,6,2,10,"vnf0_4,vnf10_4,vnf11_4,vnf12_4,vnf13_4,vnf14_4,vnf15_4,vnf1_4,vnf2_4,vnf3_4,vnf4_4,vnf5_4,vnf6_4,vnf7_4,vnf8_4,vnf9_4",16
2026-02-18 09:12:13,MILP_Gurobi,32,6,2,11,"vnf0_5,vnf10_5,vnf11_5,vnf12_5,vnf13_5,vnf14_5,vnf15_5,vnf16_5,vnf17_5,vnf18_5,vnf19_5,vnf1_5,vnf20_5,vnf21_5,vnf22_5,vnf23_5,vnf24_5,vnf25_5,vnf26_5,vnf27_5,vnf28_5,vnf29_5,vnf2_5,vnf30_5,vnf31_5,vnf3_5,vnf4_5,vnf5_5,vnf6_5,vnf7_5,vnf8_5,vnf9_5",32
2026-02-18 09:12:13,MILP_Gurobi,32,6,2,2,"vnf16_1,vnf17_1,vnf18_1,vnf19_1,vnf20_1,vnf21_1,vnf22_1,vnf23_1,vnf24_1,vnf25_1,vnf26_1,vnf27_1,vnf28_1,vnf29_1,vnf30_1,vnf31_1",16
2026-02-18 09:12:13,MILP_Gurobi,32,6,2,4,"vnf16_2,vnf17_2,vnf18_2,vnf19_2,vnf20_2,vnf21_2,vnf22_2,vnf23_2,vnf24_2,vnf25_2,vnf26_2,vnf27_2,vnf28_2,vnf29_2,vnf30_2,vnf31_2",16
2026-02-18 09:12:13,MILP_Gurobi,32,6,2,5,"vnf16_3,vnf17_3,vnf18_3,vnf19_3,vnf20_3,vnf21_3,vnf22_3,vnf23_3,vnf24_3,vnf25_3,vnf26_3,vnf27_3,vnf28_3,vnf29_3,vnf30_3,vnf31_3",16
2026-02-18 09:12:13,MILP_Gurobi,32,6,2,8,"vnf16_4,vnf17_4,vnf18_4,vnf19_4,vnf20_4,vnf21_4,vnf22_4,vnf23_4,vnf24_4,vnf25_4,vnf26_4,vnf27_4,vnf28_4,vnf29_4,vnf30_4,vnf31_4",16
2026-02-18 09:12:37,FABO,64,6,2,1,"vnf0_0,vnf11_0,vnf12_0,vnf14_0,vnf15_0,vnf17_0,vnf18_0,vnf20_0,vnf23_0,vnf27_5,vnf28_4,vnf29_5,vnf2_5,vnf30_0,vnf5_0,vnf6_0,vnf8_0,vnf9_0",18
2026-02-18 09:12:37,FABO,64,6,2,2,"vnf0_1,vnf11_1,vnf12_1,vnf14_1,vnf15_1,vnf17_1,vnf18_1,vnf19_5,vnf20_1,vnf23_1,vnf2_4,vnf5_1,vnf6_1,vnf8_1,vnf9_1",15
2026-02-18 09:12:37,FABO,64,6,2,4,"vnf0_2,vnf12_2,vnf13_2,vnf15_2,vnf18_2,vnf19_4,vnf20_2,vnf23_4,vnf27_0,vnf28_3,vnf29_3,vnf2_3,vnf30_2,vnf6_2,vnf8_4,vnf9_2",16
2026-02-18 09:12:37,FABO,64,6,2,3,"vnf0_3,vnf10_4,vnf13_3,vnf16_5,vnf18_3,vnf21_4,vnf22_1,vnf23_5,vnf24_4,vnf25_1,vnf2_2,vnf3_4,vnf8_5",13
2026-02-18 09:12:37,FABO,64,6,2,11,"vnf0_4,vnf10_5,vnf12_5,vnf14_5,vnf15_5,vnf16_4,vnf1_5,vnf21_5,vnf22_0,vnf24_5,vnf25_0,vnf27_2,vnf28_2,vnf29_0,vnf30_5,vnf3_3,vnf6_5,vnf9_5",18
2026-02-18 09:12:37,FABO,64,6,2,8,"vnf0_5,vnf11_5,vnf12_4,vnf14_4,vnf15_4,vnf16_3,vnf1_4,vnf3_2,vnf4_2,vnf5_5,vnf6_4,vnf7_2,vnf9_4",13
2026-02-18 09:12:37,FABO,64,6,2,5,"vnf12_3,vnf13_1,vnf14_3,vnf15_3,vnf19_3,vnf1_0,vnf20_3,vnf23_3,vnf26_4,vnf27_1,vnf3_1,vnf4_1,vnf6_3,vnf7_1,vnf8_3,vnf9_3",16
2026-02-18 09:12:37,FABO,64,6,2,6,"vnf10_0,vnf11_2,vnf13_0,vnf14_2,vnf16_0,vnf17_2,vnf19_2,vnf1_1,vnf20_4,vnf22_5,vnf23_2,vnf26_5,vnf27_4,vnf28_5,vnf29_4,vnf30_1,vnf3_0,vnf4_0,vnf5_2,vnf7_0,vnf8_2",21
2026-02-18 09:12:37,FABO,64,6,2,7,"vnf10_1,vnf11_3,vnf16_1,vnf17_3,vnf19_1,vnf1_2,vnf20_5,vnf21_1,vnf22_4,vnf24_1,vnf25_4,vnf26_2,vnf4_4,vnf5_3,vnf7_4",15
2026-02-18 09:12:37,FABO,64,6,2,9,"vnf11_4,vnf16_2,vnf19_0,vnf1_3,vnf21_0,vnf24_0,vnf25_5,vnf26_3,vnf27_3,vnf28_1,vnf29_1,vnf30_4,vnf4_3,vnf5_4,vnf7_3",15
2026-02-18 09:12:37,FABO,64,6,2,10,"vnf10_2,vnf13_5,vnf17_4,vnf18_5,vnf21_2,vnf22_3,vnf24_2,vnf25_3,vnf26_1,vnf2_0,vnf4_5,vnf7_5",12
2026-02-18 09:12:37,FABO,64,6,2,12,"vnf10_3,vnf13_4,vnf17_5,vnf18_4,vnf21_3,vnf22_2,vnf24_3,vnf25_2,vnf26_0,vnf28_0,vnf29_2,vnf2_1,vnf30_3,vnf3_5",14
2026-02-18 09:12:37,MILP_Gurobi,64,6,2,1,"vnf0_0,vnf10_0,vnf11_0,vnf12_0,vnf14_0,vnf16_0,vnf18_0,vnf1_0,vnf22_0,vnf23_0,vnf24_0,vnf25_0,vnf27_0,vnf28_0,vnf2_0,vnf30_0,vnf31_0,vnf32_0,vnf34_0,vnf36_0,vnf3_0,vnf42_0,vnf43_0,vnf44_0,vnf48_0,vnf4_0,vnf51_0,vnf53_0,vnf54_0,vnf56_0,vnf58_0,vnf59_0,vnf5_0,vnf60_0,vnf61_0,vnf63_0,vnf7_0,vnf8_0",38
2026-02-18 09:12:37,MILP_Gurobi,64,6,2,3,"vnf0_1,vnf10_1,vnf12_1,vnf14_1,vnf18_1,vnf1_1,vnf22_1,vnf53_1,vnf56_1,vnf58_1,vnf59_1,vnf5_1,vnf60_1,vnf61_1,vnf63_1",15
2026-02-18 09:12:37,MILP_Gurobi,64,6,2,4,"vnf0_2,vnf10_2,vnf12_2,vnf14_2,vnf18_2,vnf1_2,vnf22_2,vnf31_1,vnf53_2,vnf56_2,vnf58_2,vnf59_2,vnf5_2,vnf60_2,vnf61_2,vnf63_2",16
2026-02-18 09:12:37,MILP_Gurobi,64,6,2,5,"vnf0_3,vnf10_3,vnf12_3,vnf14_3,vnf18_3,vnf1_3,vnf22_3,vnf31_2,vnf53_3,vnf56_3,vnf58_3,vnf59_3,vnf5_3,vnf60_3,vnf61_3,vnf63_3",16
2026-02-18 09:12:37,MILP_Gurobi,64,6,2,8,"vnf0_4,vnf10_4,vnf12_4,vnf14_4,vnf18_4,vnf1_4,vnf22_4,vnf32_4,vnf3_4,vnf51_4,vnf53_4,vnf56_4,vnf58_4,vnf5_4,vnf60_4,vnf63_4",16
2026-02-18 09:12:37,MILP_Gurobi,64,6,2,11,"vnf0_5,vnf10_5,vnf12_5,vnf14_5,vnf16_5,vnf18_5,vnf1_5,vnf22_5,vnf24_5,vnf25_5,vnf2_5,vnf30_5,vnf31_5,vnf32_5,vnf34_5,vnf36_5,vnf3_5,vnf42_5,vnf43_5,vnf44_5,vnf4_5,vnf51_5,vnf53_5,vnf54_5,vnf56_5,vnf58_5,vnf59_5,vnf5_5,vnf60_5,vnf61_5,vnf63_5,vnf7_5",32
2026-02-18 09:12:37,MILP_Gurobi,64,6,2,2,"vnf11_1,vnf16_1,vnf24_1,vnf27_1,vnf28_1,vnf2_1,vnf30_1,vnf32_1,vnf34_1,vnf36_1,vnf3_1,vnf42_1,vnf44_1,vnf48_1,vnf51_1,vnf7_1",16
2026-02-18 09:12:37,MILP_Gurobi,64,6,2,6,"vnf11_2,vnf16_2,vnf23_1,vnf24_2,vnf25_1,vnf27_2,vnf28_2,vnf2_2,vnf30_2,vnf31_3,vnf32_2,vnf34_2,vnf36_2,vnf3_2,vnf42_2,vnf43_1,vnf44_2,vnf48_2,vnf4_1,vnf51_2,vnf54_1,vnf59_4,vnf61_4,vnf7_2,vnf8_1",25
2026-02-18 09:12:37,MILP_Gurobi,64,6,2,7,"vnf16_3,vnf23_2,vnf24_3,vnf25_2,vnf28_3,vnf2_3,vnf31_4,vnf32_3,vnf3_3,vnf42_3,vnf43_2,vnf44_3,vnf4_2,vnf51_3,vnf54_2,vnf8_2",16
2026-02-18 09:12:37,MILP_Gurobi,64,6,2,9,"vnf11_3,vnf23_3,vnf24_4,vnf25_3,vnf27_3,vnf28_4,vnf2_4,vnf30_3,vnf34_3,vnf36_3,vnf43_3,vnf48_3,vnf4_3,vnf54_3,vnf7_3,vnf8_3",16
2026-02-18 09:12:37,MILP_Gurobi,64,6,2,10,"vnf11_4,vnf16_4,vnf23_4,vnf25_4,vnf27_4,vnf30_4,vnf34_4,vnf36_4,vnf42_4,vnf43_4,vnf44_4,vnf48_4,vnf4_4,vnf54_4,vnf7_4,vnf8_4",16
2026-02-18 09:12:37,MILP_Gurobi,64,6,2,12,"vnf11_5,vnf23_5,vnf27_5,vnf28_5,vnf48_5,vnf8_5",6
2026-02-18 09:45:22,FABO,4,6,3,1,"vnf0_0,vnf2_5",2
2026-02-18 09:45:22,FABO,4,6,3,2,"vnf0_1,vnf2_4",2
2026-02-18 09:45:22,FABO,4,6,3,4,"vnf0_2,vnf2_3",2
2026-02-18 09:45:22,FABO,4,6,3,3,"vnf0_3,vnf2_2,vnf3_4",3
2026-02-18 09:45:22,FABO,4,6,3,11,"vnf0_4,vnf1_5,vnf3_3",3
2026-02-18 09:45:22,FABO,4,6,3,8,"vnf0_5,vnf1_4,vnf3_2",3
2026-02-18 09:45:22,FABO,4,6,3,5,"vnf1_0,vnf3_1",2
2026-02-18 09:45:22,FABO,4,6,3,6,"vnf1_1,vnf3_0",2
2026-02-18 09:45:22,FABO,4,6,3,7,vnf1_2,1
2026-02-18 09:45:22,FABO,4,6,3,9,vnf1_3,1
2026-02-18 09:45:22,FABO,4,6,3,10,vnf2_0,1
2026-02-18 09:45:22,FABO,4,6,3,12,"vnf2_1,vnf3_5",2
2026-02-18 09:45:22,MILP_Gurobi,4,6,3,1,"vnf0_0,vnf1_0,vnf2_0,vnf3_0",4
2026-02-18 09:45:22,MILP_Gurobi,4,6,3,2,"vnf0_1,vnf1_1,vnf2_1,vnf3_1",4
2026-02-18 09:45:22,MILP_Gurobi,4,6,3,6,"vnf0_2,vnf1_2,vnf2_2,vnf3_2",4
2026-02-18 09:45:22,MILP_Gurobi,4,6,3,7,"vnf0_3,vnf1_3,vnf2_3,vnf3_3",4
2026-02-18 09:45:22,MILP_Gurobi,4,6,3,8,"vnf0_4,vnf1_4,vnf2_4,vnf3_4",4
2026-02-18 09:45:22,MILP_Gurobi,4,6,3,11,"vnf0_5,vnf1_5,vnf2_5,vnf3_5",4
2026-02-18 09:45:28,FABO,8,6,3,1,"vnf0_0,vnf2_5,vnf5_0,vnf6_0",4
2026-02-18 09:45:28,FABO,8,6,3,2,"vnf0_1,vnf2_4,vnf5_1,vnf6_1",4
2026-02-18 09:45:28,FABO,8,6,3,4,"vnf0_2,vnf2_3,vnf6_2",3
2026-02-18 09:45:28,FABO,8,6,3,3,"vnf0_3,vnf2_2,vnf3_4",3
2026-02-18 09:45:28,FABO,8,6,3,11,"vnf0_4,vnf1_5,vnf3_3,vnf6_5",4
2026-02-18 09:45:28,FABO,8,6,3,8,"vnf0_5,vnf1_4,vnf3_2,vnf4_2,vnf5_5,vnf6_4,vnf7_2",7
2026-02-18 09:45:28,FABO,8,6,3,5,"vnf1_0,vnf3_1,vnf4_1,vnf6_3,vnf7_1",5
